n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,train_accuracy,val_accuracy,train_val_gap
50,,10,1,,balanced,0.990990990990991,0.6129032258064516,0.37808776518453935
50,,10,1,,,0.9853603603603603,0.6075268817204301,0.3778334786399302
50,,10,2,sqrt,balanced,0.972972972972973,0.6290322580645161,0.3439407149084569
50,,10,2,sqrt,,0.9650900900900901,0.6236559139784946,0.34143417611159543
50,,10,2,log2,balanced,0.972972972972973,0.6290322580645161,0.3439407149084569
50,,10,2,log2,,0.9650900900900901,0.6236559139784946,0.34143417611159543
50,,10,2,,balanced,0.9864864864864865,0.6290322580645161,0.3574542284219704
50,,10,2,,,0.9819819819819819,0.5967741935483871,0.3852077884335948
50,,10,4,sqrt,balanced,0.9718468468468469,0.6559139784946236,0.31593286835222323
50,,10,4,sqrt,,0.9527027027027027,0.6182795698924731,0.3344231328102296
50,,10,4,log2,balanced,0.9718468468468469,0.6559139784946236,0.31593286835222323
50,,10,4,log2,,0.9527027027027027,0.6182795698924731,0.3344231328102296
50,,10,4,,balanced,0.9752252252252253,0.6075268817204301,0.36769834350479513
50,,10,4,,,0.9650900900900901,0.5806451612903226,0.38444492879976744
50,,10,6,sqrt,balanced,0.9369369369369369,0.6182795698924731,0.3186573670444638
50,,10,6,sqrt,,0.9245495495495496,0.6182795698924731,0.3062699796570765
50,,10,6,log2,balanced,0.9369369369369369,0.6182795698924731,0.3186573670444638
50,,10,6,log2,,0.9245495495495496,0.6182795698924731,0.3062699796570765
50,,10,6,,balanced,0.9493243243243243,0.6129032258064516,0.3364210985178727
50,,10,6,,,0.9425675675675675,0.5913978494623656,0.3511697181052019
50,,10,8,sqrt,balanced,0.9121621621621622,0.6505376344086021,0.26162452775356004
50,,10,8,sqrt,,0.9031531531531531,0.6236559139784946,0.2794972391746585
50,,10,8,log2,balanced,0.9121621621621622,0.6505376344086021,0.26162452775356004
50,,10,8,log2,,0.9031531531531531,0.6236559139784946,0.2794972391746585
50,,10,8,,balanced,0.9222972972972973,0.6182795698924731,0.30401772740482413
50,,10,8,,,0.9144144144144144,0.6075268817204301,0.3068875326939843
50,,15,1,sqrt,balanced,0.9662162162162162,0.6344086021505376,0.3318076140656786
50,,15,1,sqrt,,0.956081081081081,0.6236559139784946,0.3324251671025864
50,,15,1,log2,balanced,0.9662162162162162,0.6344086021505376,0.3318076140656786
50,,15,1,log2,,0.956081081081081,0.6236559139784946,0.3324251671025864
50,,15,1,,balanced,0.9774774774774775,0.5967741935483871,0.38070328392909036
50,,15,1,,,0.9673423423423423,0.6182795698924731,0.34906277244986916
50,,15,2,sqrt,balanced,0.9605855855855856,0.6397849462365591,0.3208006393490265
50,,15,2,sqrt,,0.954954954954955,0.6397849462365591,0.31517000871839584
50,,15,2,log2,balanced,0.9605855855855856,0.6397849462365591,0.3208006393490265
50,,15,2,log2,,0.954954954954955,0.6397849462365591,0.31517000871839584
50,,15,2,,balanced,0.9673423423423423,0.6290322580645161,0.33831008427782616
50,,15,2,,,0.9605855855855856,0.6129032258064516,0.347682359779134
50,,15,4,sqrt,balanced,0.9448198198198198,0.6344086021505376,0.31041121766928215
50,,15,4,sqrt,,0.9313063063063063,0.6236559139784946,0.30765039232781166
50,,15,4,log2,balanced,0.9448198198198198,0.6344086021505376,0.31041121766928215
50,,15,4,log2,,0.9313063063063063,0.6236559139784946,0.30765039232781166
50,,15,4,,balanced,0.9572072072072072,0.6129032258064516,0.3443039814007556
50,,15,4,,,0.9459459459459459,0.5913978494623656,0.3545480964835803
50,,15,6,sqrt,balanced,0.9346846846846847,0.6021505376344086,0.33253414705027606
50,,15,6,sqrt,,0.9211711711711712,0.6290322580645161,0.2921389131066551
50,,15,6,log2,balanced,0.9346846846846847,0.6021505376344086,0.33253414705027606
50,,15,6,log2,,0.9211711711711712,0.6290322580645161,0.2921389131066551
50,,15,6,,balanced,0.9436936936936937,0.6236559139784946,0.3200377797151991
50,,15,6,,,0.9313063063063063,0.5806451612903226,0.35066114501598367
50,,15,8,sqrt,balanced,0.9121621621621622,0.6505376344086021,0.26162452775356004
50,,15,8,sqrt,,0.9031531531531531,0.6236559139784946,0.2794972391746585
50,,15,8,log2,balanced,0.9121621621621622,0.6505376344086021,0.26162452775356004
50,,15,8,log2,,0.9031531531531531,0.6236559139784946,0.2794972391746585
50,,15,8,,balanced,0.9222972972972973,0.6182795698924731,0.30401772740482413
50,,15,8,,,0.9144144144144144,0.6075268817204301,0.3068875326939843
100,10.0,2,1,sqrt,balanced,0.9932432432432432,0.6182795698924731,0.3749636733507701
100,10.0,2,1,sqrt,,0.9932432432432432,0.6075268817204301,0.3857163615228131
100,10.0,2,1,log2,balanced,0.9932432432432432,0.6182795698924731,0.3749636733507701
100,10.0,2,1,log2,,0.9932432432432432,0.6075268817204301,0.3857163615228131
100,10.0,2,1,,balanced,0.9966216216216216,0.6182795698924731,0.3783420517291485
100,10.0,2,1,,,0.9988738738738738,0.6129032258064516,0.3859706480674222
100,10.0,2,2,sqrt,balanced,0.9853603603603603,0.6129032258064516,0.3724571345539087
100,10.0,2,2,sqrt,,0.9853603603603603,0.6397849462365591,0.3455754141238012
100,10.0,2,2,log2,balanced,0.9853603603603603,0.6129032258064516,0.3724571345539087
100,10.0,2,2,log2,,0.9853603603603603,0.6397849462365591,0.3455754141238012
100,10.0,2,2,,balanced,0.9921171171171171,0.6129032258064516,0.3792138913106655
100,10.0,2,2,,,0.9921171171171171,0.6182795698924731,0.373837547224644
100,10.0,2,4,sqrt,balanced,0.963963963963964,0.6182795698924731,0.3456843940714909
100,10.0,2,4,sqrt,,0.9425675675675675,0.6290322580645161,0.3135353095030514
100,10.0,2,4,log2,balanced,0.963963963963964,0.6182795698924731,0.3456843940714909
100,10.0,2,4,log2,,0.9425675675675675,0.6290322580645161,0.3135353095030514
100,10.0,2,4,,balanced,0.9819819819819819,0.6075268817204301,0.3744551002615518
100,10.0,2,4,,,0.9650900900900901,0.5860215053763441,0.37906858471374594
100,10.0,2,6,sqrt,balanced,0.9414414414414415,0.6075268817204301,0.33391455972101136
100,10.0,2,6,sqrt,,0.918918918918919,0.5967741935483871,0.32214472537053185
100,10.0,2,6,log2,balanced,0.9414414414414415,0.6075268817204301,0.33391455972101136
100,10.0,2,6,log2,,0.918918918918919,0.5967741935483871,0.32214472537053185
100,10.0,2,6,,balanced,0.9527027027027027,0.5913978494623656,0.3613048532403371
100,10.0,2,6,,,0.9403153153153153,0.5967741935483871,0.3435411217669282
100,10.0,2,8,sqrt,balanced,0.9245495495495496,0.6236559139784946,0.300893635571055
100,10.0,2,8,sqrt,,0.8986486486486487,0.6236559139784946,0.27499273467015406
100,10.0,2,8,log2,balanced,0.9245495495495496,0.6236559139784946,0.300893635571055
100,10.0,2,8,log2,,0.8986486486486487,0.6236559139784946,0.27499273467015406
100,10.0,2,8,,balanced,0.9391891891891891,0.5806451612903226,0.3585440278988665
100,10.0,2,8,,,0.918918918918919,0.6075268817204301,0.31139203719848885
100,10.0,5,1,sqrt,balanced,0.9864864864864865,0.6236559139784946,0.3628305725079919
100,10.0,5,1,sqrt,,0.990990990990991,0.6129032258064516,0.37808776518453935
100,10.0,5,1,log2,balanced,0.9864864864864865,0.6236559139784946,0.3628305725079919
100,10.0,5,1,log2,,0.990990990990991,0.6129032258064516,0.37808776518453935
100,10.0,5,1,,balanced,0.9943693693693694,0.6182795698924731,0.37608979947689625
100,10.0,5,1,,,0.9954954954954955,0.6129032258064516,0.3825922696890439
100,10.0,5,2,sqrt,balanced,0.9831081081081081,0.6129032258064516,0.3702048823016565
100,10.0,5,2,sqrt,,0.9831081081081081,0.6075268817204301,0.375581226387678
100,10.0,5,2,log2,balanced,0.9831081081081081,0.6129032258064516,0.3702048823016565
100,10.0,5,2,log2,,0.9831081081081081,0.6075268817204301,0.375581226387678
100,10.0,5,2,,balanced,0.9898648648648649,0.6075268817204301,0.3823379831444348
100,10.0,5,2,,,0.9921171171171171,0.6075268817204301,0.384590235396687
100,10.0,5,4,sqrt,balanced,0.963963963963964,0.6182795698924731,0.3456843940714909
100,10.0,5,4,sqrt,,0.9425675675675675,0.6290322580645161,0.3135353095030514
100,10.0,5,4,log2,balanced,0.963963963963964,0.6182795698924731,0.3456843940714909
100,10.0,5,4,log2,,0.9425675675675675,0.6290322580645161,0.3135353095030514
100,10.0,5,4,,balanced,0.9819819819819819,0.6075268817204301,0.3744551002615518
100,10.0,5,4,,,0.9650900900900901,0.5860215053763441,0.37906858471374594
100,10.0,5,6,sqrt,balanced,0.9414414414414415,0.6075268817204301,0.33391455972101136
100,10.0,5,6,sqrt,,0.918918918918919,0.5967741935483871,0.32214472537053185
100,10.0,5,6,log2,balanced,0.9414414414414415,0.6075268817204301,0.33391455972101136
100,10.0,5,6,log2,,0.918918918918919,0.5967741935483871,0.32214472537053185
100,10.0,5,6,,balanced,0.9527027027027027,0.5913978494623656,0.3613048532403371
100,10.0,5,6,,,0.9403153153153153,0.5967741935483871,0.3435411217669282
100,10.0,5,8,sqrt,balanced,0.9245495495495496,0.6236559139784946,0.300893635571055
100,10.0,5,8,sqrt,,0.8986486486486487,0.6236559139784946,0.27499273467015406
100,10.0,5,8,log2,balanced,0.9245495495495496,0.6236559139784946,0.300893635571055
100,10.0,5,8,log2,,0.8986486486486487,0.6236559139784946,0.27499273467015406
100,10.0,5,8,,balanced,0.9391891891891891,0.5806451612903226,0.3585440278988665
100,10.0,5,8,,,0.918918918918919,0.6075268817204301,0.31139203719848885
100,10.0,10,1,sqrt,balanced,0.9752252252252253,0.6129032258064516,0.36232199941877363
100,10.0,10,1,sqrt,,0.9605855855855856,0.5967741935483871,0.3638113920371985
100,10.0,10,1,log2,balanced,0.9752252252252253,0.6129032258064516,0.36232199941877363
100,10.0,10,1,log2,,0.9605855855855856,0.5967741935483871,0.3638113920371985
100,10.0,10,1,,balanced,0.9876126126126126,0.5860215053763441,0.40159110723626845
100,10.0,10,1,,,0.9797297297297297,0.6129032258064516,0.3668265039232781
100,10.0,10,2,sqrt,balanced,0.9662162162162162,0.6075268817204301,0.3586893344957861
100,10.0,10,2,sqrt,,0.9594594594594594,0.5967741935483871,0.3626852659110723
100,10.0,10,2,log2,balanced,0.9662162162162162,0.6075268817204301,0.3586893344957861
100,10.0,10,2,log2,,0.9594594594594594,0.5967741935483871,0.3626852659110723
100,10.0,10,2,,balanced,0.9797297297297297,0.6075268817204301,0.3722028480092996
100,10.0,10,2,,,0.9707207207207207,0.5913978494623656,0.37932287125835507
100,10.0,10,4,sqrt,balanced,0.956081081081081,0.6236559139784946,0.3324251671025864
100,10.0,10,4,sqrt,,0.9448198198198198,0.6075268817204301,0.33729293809938965
100,10.0,10,4,log2,balanced,0.956081081081081,0.6236559139784946,0.3324251671025864
100,10.0,10,4,log2,,0.9448198198198198,0.6075268817204301,0.33729293809938965
100,10.0,10,4,,balanced,0.9752252252252253,0.6075268817204301,0.36769834350479513
100,10.0,10,4,,,0.9594594594594594,0.5913978494623656,0.3680616099970938
100,10.0,10,6,sqrt,balanced,0.9414414414414415,0.6075268817204301,0.33391455972101136
100,10.0,10,6,sqrt,,0.918918918918919,0.5967741935483871,0.32214472537053185
100,10.0,10,6,log2,balanced,0.9414414414414415,0.6075268817204301,0.33391455972101136
100,10.0,10,6,log2,,0.918918918918919,0.5967741935483871,0.32214472537053185
100,10.0,10,6,,balanced,0.9527027027027027,0.5913978494623656,0.3613048532403371
100,10.0,10,6,,,0.9403153153153153,0.5967741935483871,0.3435411217669282
100,10.0,10,8,sqrt,balanced,0.9245495495495496,0.6236559139784946,0.300893635571055
100,10.0,10,8,sqrt,,0.8986486486486487,0.6236559139784946,0.27499273467015406
100,10.0,10,8,log2,balanced,0.9245495495495496,0.6236559139784946,0.300893635571055
100,10.0,10,8,log2,,0.8986486486486487,0.6236559139784946,0.27499273467015406
100,10.0,10,8,,balanced,0.9391891891891891,0.5806451612903226,0.3585440278988665
100,10.0,10,8,,,0.918918918918919,0.6075268817204301,0.31139203719848885
100,10.0,15,1,sqrt,balanced,0.9493243243243243,0.6075268817204301,0.3417974426038942
100,10.0,15,1,sqrt,,0.9414414414414415,0.6290322580645161,0.31240918337692536
100,10.0,15,1,log2,balanced,0.9493243243243243,0.6075268817204301,0.3417974426038942
100,10.0,15,1,log2,,0.9414414414414415,0.6290322580645161,0.31240918337692536
100,10.0,15,1,,balanced,0.9707207207207207,0.5913978494623656,0.37932287125835507
100,10.0,15,1,,,0.9583333333333334,0.5967741935483871,0.36155913978494625
100,10.0,15,2,sqrt,balanced,0.9481981981981982,0.6236559139784946,0.32454228421970355
100,10.0,15,2,sqrt,,0.9369369369369369,0.6344086021505376,0.3025283347863993
100,10.0,15,2,log2,balanced,0.9481981981981982,0.6236559139784946,0.32454228421970355
100,10.0,15,2,log2,,0.9369369369369369,0.6344086021505376,0.3025283347863993
100,10.0,15,2,,balanced,0.9662162162162162,0.6021505376344086,0.3640656785818076
100,10.0,15,2,,,0.9538288288288288,0.5967741935483871,0.3570546352804417
100,10.0,15,4,sqrt,balanced,0.9380630630630631,0.6236559139784946,0.31440714908456846
100,10.0,15,4,sqrt,,0.9234234234234234,0.6129032258064516,0.3105201976169718
100,10.0,15,4,log2,balanced,0.9380630630630631,0.6236559139784946,0.31440714908456846
100,10.0,15,4,log2,,0.9234234234234234,0.6129032258064516,0.3105201976169718
100,10.0,15,4,,balanced,0.9583333333333334,0.6075268817204301,0.35080645161290325
100,10.0,15,4,,,0.9403153153153153,0.5698924731182796,0.3704228421970357
100,10.0,15,6,sqrt,balanced,0.9335585585585585,0.6182795698924731,0.3152789886660854
100,10.0,15,6,sqrt,,0.9121621621621622,0.5967741935483871,0.31538796861377505
100,10.0,15,6,log2,balanced,0.9335585585585585,0.6182795698924731,0.3152789886660854
100,10.0,15,6,log2,,0.9121621621621622,0.5967741935483871,0.31538796861377505
100,10.0,15,6,,balanced,0.9470720720720721,0.5913978494623656,0.3556742226097065
100,10.0,15,6,,,0.9324324324324325,0.5913978494623656,0.34103458297006684
100,10.0,15,8,sqrt,balanced,0.9245495495495496,0.6236559139784946,0.300893635571055
100,10.0,15,8,sqrt,,0.8986486486486487,0.6236559139784946,0.27499273467015406
100,10.0,15,8,log2,balanced,0.9245495495495496,0.6236559139784946,0.300893635571055
100,10.0,15,8,log2,,0.8986486486486487,0.6236559139784946,0.27499273467015406
100,10.0,15,8,,balanced,0.9391891891891891,0.5806451612903226,0.3585440278988665
100,10.0,15,8,,,0.918918918918919,0.6075268817204301,0.31139203719848885
100,20.0,2,1,sqrt,balanced,1.0,0.6129032258064516,0.3870967741935484
100,20.0,2,1,sqrt,,1.0,0.5967741935483871,0.4032258064516129
100,20.0,2,1,log2,balanced,1.0,0.6129032258064516,0.3870967741935484
100,20.0,2,1,log2,,1.0,0.5967741935483871,0.4032258064516129
100,20.0,2,1,,balanced,1.0,0.5967741935483871,0.4032258064516129
100,20.0,2,1,,,1.0,0.6344086021505376,0.3655913978494624
100,20.0,2,2,sqrt,balanced,0.9977477477477478,0.6290322580645161,0.36871548968323165
100,20.0,2,2,sqrt,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,20.0,2,2,log2,balanced,0.9977477477477478,0.6290322580645161,0.36871548968323165
100,20.0,2,2,log2,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,20.0,2,2,,balanced,1.0,0.6129032258064516,0.3870967741935484
100,20.0,2,2,,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,20.0,2,4,sqrt,balanced,0.9718468468468469,0.6344086021505376,0.33743824469630923
100,20.0,2,4,sqrt,,0.9617117117117117,0.6236559139784946,0.33805579773321703
100,20.0,2,4,log2,balanced,0.9718468468468469,0.6344086021505376,0.33743824469630923
100,20.0,2,4,log2,,0.9617117117117117,0.6236559139784946,0.33805579773321703
100,20.0,2,4,,balanced,0.9819819819819819,0.6075268817204301,0.3744551002615518
100,20.0,2,4,,,0.9752252252252253,0.6075268817204301,0.36769834350479513
100,20.0,2,6,sqrt,balanced,0.9527027027027027,0.6075268817204301,0.3451758209822726
100,20.0,2,6,sqrt,,0.9279279279279279,0.6021505376344086,0.32577739029351926
100,20.0,2,6,log2,balanced,0.9527027027027027,0.6075268817204301,0.3451758209822726
100,20.0,2,6,log2,,0.9279279279279279,0.6021505376344086,0.32577739029351926
100,20.0,2,6,,balanced,0.9572072072072072,0.6021505376344086,0.3550566695727986
100,20.0,2,6,,,0.9448198198198198,0.5967741935483871,0.34804562627143265
100,20.0,2,8,sqrt,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,20.0,2,8,sqrt,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,20.0,2,8,log2,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,20.0,2,8,log2,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,20.0,2,8,,balanced,0.9391891891891891,0.5967741935483871,0.342414995640802
100,20.0,2,8,,,0.920045045045045,0.6075268817204301,0.3125181633246149
100,20.0,5,1,sqrt,balanced,0.9988738738738738,0.6075268817204301,0.3913469921534437
100,20.0,5,1,sqrt,,0.9988738738738738,0.5913978494623656,0.4074760244115082
100,20.0,5,1,log2,balanced,0.9988738738738738,0.6075268817204301,0.3913469921534437
100,20.0,5,1,log2,,0.9988738738738738,0.5913978494623656,0.4074760244115082
100,20.0,5,1,,balanced,0.9988738738738738,0.5860215053763441,0.4128523684975297
100,20.0,5,1,,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,20.0,5,2,sqrt,balanced,0.9932432432432432,0.6021505376344086,0.3910927056088346
100,20.0,5,2,sqrt,,0.9954954954954955,0.6075268817204301,0.3879686137750654
100,20.0,5,2,log2,balanced,0.9932432432432432,0.6021505376344086,0.3910927056088346
100,20.0,5,2,log2,,0.9954954954954955,0.6075268817204301,0.3879686137750654
100,20.0,5,2,,balanced,0.9966216216216216,0.6021505376344086,0.394471083987213
100,20.0,5,2,,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,20.0,5,4,sqrt,balanced,0.9718468468468469,0.6344086021505376,0.33743824469630923
100,20.0,5,4,sqrt,,0.9617117117117117,0.6236559139784946,0.33805579773321703
100,20.0,5,4,log2,balanced,0.9718468468468469,0.6344086021505376,0.33743824469630923
100,20.0,5,4,log2,,0.9617117117117117,0.6236559139784946,0.33805579773321703
100,20.0,5,4,,balanced,0.9819819819819819,0.6075268817204301,0.3744551002615518
100,20.0,5,4,,,0.9752252252252253,0.6075268817204301,0.36769834350479513
100,20.0,5,6,sqrt,balanced,0.9527027027027027,0.6075268817204301,0.3451758209822726
100,20.0,5,6,sqrt,,0.9279279279279279,0.6021505376344086,0.32577739029351926
100,20.0,5,6,log2,balanced,0.9527027027027027,0.6075268817204301,0.3451758209822726
100,20.0,5,6,log2,,0.9279279279279279,0.6021505376344086,0.32577739029351926
100,20.0,5,6,,balanced,0.9572072072072072,0.6021505376344086,0.3550566695727986
100,20.0,5,6,,,0.9448198198198198,0.5967741935483871,0.34804562627143265
100,20.0,5,8,sqrt,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,20.0,5,8,sqrt,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,20.0,5,8,log2,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,20.0,5,8,log2,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,20.0,5,8,,balanced,0.9391891891891891,0.5967741935483871,0.342414995640802
100,20.0,5,8,,,0.920045045045045,0.6075268817204301,0.3125181633246149
100,20.0,10,1,sqrt,balanced,0.9853603603603603,0.6182795698924731,0.3670807904678872
100,20.0,10,1,sqrt,,0.9864864864864865,0.6129032258064516,0.3735832606800349
100,20.0,10,1,log2,balanced,0.9853603603603603,0.6182795698924731,0.3670807904678872
100,20.0,10,1,log2,,0.9864864864864865,0.6129032258064516,0.3735832606800349
100,20.0,10,1,,balanced,0.9932432432432432,0.5967741935483871,0.3964690496948561
100,20.0,10,1,,,0.9887387387387387,0.6397849462365591,0.3489537925021796
100,20.0,10,2,sqrt,balanced,0.9763513513513513,0.6451612903225806,0.3311900610287707
100,20.0,10,2,sqrt,,0.972972972972973,0.6182795698924731,0.3546934030804999
100,20.0,10,2,log2,balanced,0.9763513513513513,0.6451612903225806,0.3311900610287707
100,20.0,10,2,log2,,0.972972972972973,0.6182795698924731,0.3546934030804999
100,20.0,10,2,,balanced,0.9876126126126126,0.6075268817204301,0.38008573089218245
100,20.0,10,2,,,0.9819819819819819,0.6075268817204301,0.3744551002615518
100,20.0,10,4,sqrt,balanced,0.9695945945945946,0.6290322580645161,0.3405623365300785
100,20.0,10,4,sqrt,,0.956081081081081,0.6182795698924731,0.3378015111886079
100,20.0,10,4,log2,balanced,0.9695945945945946,0.6290322580645161,0.3405623365300785
100,20.0,10,4,log2,,0.956081081081081,0.6182795698924731,0.3378015111886079
100,20.0,10,4,,balanced,0.9797297297297297,0.6021505376344086,0.3775791920953211
100,20.0,10,4,,,0.9673423423423423,0.6075268817204301,0.35981546062191216
100,20.0,10,6,sqrt,balanced,0.9527027027027027,0.6075268817204301,0.3451758209822726
100,20.0,10,6,sqrt,,0.9279279279279279,0.6021505376344086,0.32577739029351926
100,20.0,10,6,log2,balanced,0.9527027027027027,0.6075268817204301,0.3451758209822726
100,20.0,10,6,log2,,0.9279279279279279,0.6021505376344086,0.32577739029351926
100,20.0,10,6,,balanced,0.9572072072072072,0.6021505376344086,0.3550566695727986
100,20.0,10,6,,,0.9448198198198198,0.5967741935483871,0.34804562627143265
100,20.0,10,8,sqrt,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,20.0,10,8,sqrt,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,20.0,10,8,log2,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,20.0,10,8,log2,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,20.0,10,8,,balanced,0.9391891891891891,0.5967741935483871,0.342414995640802
100,20.0,10,8,,,0.920045045045045,0.6075268817204301,0.3125181633246149
100,20.0,15,1,sqrt,balanced,0.9684684684684685,0.6182795698924731,0.35018889857599533
100,20.0,15,1,sqrt,,0.9572072072072072,0.6236559139784946,0.3335512932287126
100,20.0,15,1,log2,balanced,0.9684684684684685,0.6182795698924731,0.35018889857599533
100,20.0,15,1,log2,,0.9572072072072072,0.6236559139784946,0.3335512932287126
100,20.0,15,1,,balanced,0.9797297297297297,0.5806451612903226,0.3990845684394071
100,20.0,15,1,,,0.9684684684684685,0.6075268817204301,0.36094158674803833
100,20.0,15,2,sqrt,balanced,0.9583333333333334,0.6290322580645161,0.32930107526881724
100,20.0,15,2,sqrt,,0.9481981981981982,0.6290322580645161,0.31916594013368205
100,20.0,15,2,log2,balanced,0.9583333333333334,0.6290322580645161,0.32930107526881724
100,20.0,15,2,log2,,0.9481981981981982,0.6290322580645161,0.31916594013368205
100,20.0,15,2,,balanced,0.9718468468468469,0.5860215053763441,0.38582534147050274
100,20.0,15,2,,,0.9617117117117117,0.6021505376344086,0.35956117407730304
100,20.0,15,4,sqrt,balanced,0.9515765765765766,0.6021505376344086,0.34942603894216795
100,20.0,15,4,sqrt,,0.9391891891891891,0.6236559139784946,0.3155332752106945
100,20.0,15,4,log2,balanced,0.9515765765765766,0.6021505376344086,0.34942603894216795
100,20.0,15,4,log2,,0.9391891891891891,0.6236559139784946,0.3155332752106945
100,20.0,15,4,,balanced,0.9583333333333334,0.6021505376344086,0.35618279569892475
100,20.0,15,4,,,0.9425675675675675,0.5913978494623656,0.3511697181052019
100,20.0,15,6,sqrt,balanced,0.9380630630630631,0.6129032258064516,0.32515983725661146
100,20.0,15,6,sqrt,,0.9166666666666666,0.6129032258064516,0.303763440860215
100,20.0,15,6,log2,balanced,0.9380630630630631,0.6129032258064516,0.32515983725661146
100,20.0,15,6,log2,,0.9166666666666666,0.6129032258064516,0.303763440860215
100,20.0,15,6,,balanced,0.9504504504504504,0.6021505376344086,0.3482999128160418
100,20.0,15,6,,,0.9346846846846847,0.5860215053763441,0.34866317930834057
100,20.0,15,8,sqrt,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,20.0,15,8,sqrt,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,20.0,15,8,log2,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,20.0,15,8,log2,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,20.0,15,8,,balanced,0.9391891891891891,0.5967741935483871,0.342414995640802
100,20.0,15,8,,,0.920045045045045,0.6075268817204301,0.3125181633246149
100,30.0,2,1,sqrt,balanced,1.0,0.6129032258064516,0.3870967741935484
100,30.0,2,1,sqrt,,1.0,0.5967741935483871,0.4032258064516129
100,30.0,2,1,log2,balanced,1.0,0.6129032258064516,0.3870967741935484
100,30.0,2,1,log2,,1.0,0.5967741935483871,0.4032258064516129
100,30.0,2,1,,balanced,1.0,0.5967741935483871,0.4032258064516129
100,30.0,2,1,,,1.0,0.6290322580645161,0.3709677419354839
100,30.0,2,2,sqrt,balanced,0.9977477477477478,0.6290322580645161,0.36871548968323165
100,30.0,2,2,sqrt,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,30.0,2,2,log2,balanced,0.9977477477477478,0.6290322580645161,0.36871548968323165
100,30.0,2,2,log2,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,30.0,2,2,,balanced,1.0,0.6129032258064516,0.3870967741935484
100,30.0,2,2,,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,30.0,2,4,sqrt,balanced,0.9718468468468469,0.6344086021505376,0.33743824469630923
100,30.0,2,4,sqrt,,0.9617117117117117,0.6236559139784946,0.33805579773321703
100,30.0,2,4,log2,balanced,0.9718468468468469,0.6344086021505376,0.33743824469630923
100,30.0,2,4,log2,,0.9617117117117117,0.6236559139784946,0.33805579773321703
100,30.0,2,4,,balanced,0.9819819819819819,0.6075268817204301,0.3744551002615518
100,30.0,2,4,,,0.9752252252252253,0.6075268817204301,0.36769834350479513
100,30.0,2,6,sqrt,balanced,0.9527027027027027,0.6075268817204301,0.3451758209822726
100,30.0,2,6,sqrt,,0.9279279279279279,0.6021505376344086,0.32577739029351926
100,30.0,2,6,log2,balanced,0.9527027027027027,0.6075268817204301,0.3451758209822726
100,30.0,2,6,log2,,0.9279279279279279,0.6021505376344086,0.32577739029351926
100,30.0,2,6,,balanced,0.9572072072072072,0.6021505376344086,0.3550566695727986
100,30.0,2,6,,,0.9448198198198198,0.5967741935483871,0.34804562627143265
100,30.0,2,8,sqrt,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,30.0,2,8,sqrt,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,30.0,2,8,log2,balanced,0.9222972972972973,0.6451612903225806,0.27713600697471663
100,30.0,2,8,log2,,0.9031531531531531,0.6344086021505376,0.2687445510026155
100,30.0,2,8,,balanced,0.9391891891891891,0.5967741935483871,0.342414995640802
100,30.0,2,8,,,0.920045045045045,0.6075268817204301,0.3125181633246149
100,30.0,5,1,sqrt,balanced,0.9988738738738738,0.6129032258064516,0.3859706480674222
100,30.0,5,1,sqrt,,0.9988738738738738,0.5913978494623656,0.4074760244115082
100,30.0,5,1,log2,balanced,0.9988738738738738,0.6129032258064516,0.3859706480674222
100,30.0,5,1,log2,,0.9988738738738738,0.5913978494623656,0.4074760244115082
100,30.0,5,1,,balanced,0.9988738738738738,0.5860215053763441,0.4128523684975297
100,30.0,5,1,,,0.9988738738738738,0.6182795698924731,0.3805943039814007
100,30.0,5,2,sqrt,balanced,0.9932432432432432,0.6021505376344086,0.3910927056088346
100,30.0,5,2,sqrt,,0.9954954954954955,0.6075268817204301,0.3879686137750654
